mushrooms,tic-tac-toe,car,nursery
0.9992610837438424,0.4675328947368421,0.9425998118026616,0.8993055555555556
1.0,0.5414583333333333,0.9675191558005108,0.880787037037037
0.9996305418719211,0.5435745614035088,0.9217670385804544,0.8295524691358025
0.9627233562976023,0.7602412280701755,0.9449522785320607,0.7677336860670193
